start_time,end_time,room_set
1392077504.0,1392077504.0,"6,2,4,3,1"
1392077504.0,1392077504.0,"6,2,4,1"
1392077505.0,1392077505.0,"6,2,4,3,1"
1392077505.0,1392077505.0,"6,2,4,1"
1392077506.0,1392077506.0,"6,2,4,3,1"
1392077506.0,1392077506.0,"6,2,4,1"
1392077507.0,1392077507.0,"6,2,4,3,1"
1392077507.0,1392077507.0,"6,2,4,1"
1392077508.0,1392077508.0,"6,2,4,3,1"
1392077508.0,1392077508.0,"6,2,4,1"
1392077509.0,1392077509.0,"6,2,4,3,1"
1392077509.0,1392077509.0,"6,2,4,1"
1392077510.0,1392077510.0,"6,2,4,3,1"
1392077510.0,1392077510.0,"6,2,4,1"
1392077511.0,1392077511.0,"6,2,4,3,1"
1392077511.0,1392077511.0,"6,2,4,1"
1392077512.0,1392077512.0,"6,2,4,3,1"
