start_time,end_time,room_set
1392080220.0,1392080220.0,"6,2,4,1"
1392080221.0,1392080221.0,"6,2,4,3,1"
1392080221.0,1392080221.0,"6,2,4,1"
1392080222.0,1392080222.0,"6,2,4,3,1"
1392080222.0,1392080222.0,"6,2,4,1"
1392080223.0,1392080223.0,"6,2,4,3,1"
1392080223.0,1392080223.0,"6,2,4,1"
1392080224.0,1392080224.0,"6,2,4,3,1"
1392080224.0,1392080224.0,"6,2,4,1"
1392080225.0,1392080225.0,"6,2,4,3,1"
1392080225.0,1392080225.0,"6,2,4,1"
1392080226.0,1392080226.0,"6,2,4,3,1"
1392080226.0,1392080226.0,"6,2,4,1"
1392080227.0,1392080227.0,"6,2,4,3,1"
1392080227.0,1392080227.0,"6,2,4,1"
1392080228.0,1392080228.0,"6,2,4,3,1"
1392080228.0,1392080228.0,"6,2,4,1"
1392080229.0,1392080229.0,"6,2,4,3,1"
1392080229.0,1392080229.0,"6,2,4,1"
1392080230.0,1392080230.0,"6,2,4,3,1"
1392080230.0,1392080230.0,"6,2,4,1"
1392080231.0,1392080231.0,"6,2,4,3,1"
1392080231.0,1392080231.0,"6,2,4,1"
1392080232.0,1392080232.0,"6,2,4,3,1"
